object_id,category,mesh_obj,point_cloud,input_image,aesthetic
5ffd0aca6eb4404a925235ad79becac1,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-101/5ffd0aca6eb4404a925235ad79becac1.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/5ffd0aca6eb4404a925235ad79becac1/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/5ffd0aca6eb4404a925235ad79becac1/image.png,7.1112
9495baf3cad941b7ad9f577a89d11ccc,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-102/9495baf3cad941b7ad9f577a89d11ccc.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9495baf3cad941b7ad9f577a89d11ccc/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9495baf3cad941b7ad9f577a89d11ccc/image.png,6.8909
99578ab4c95f47a38a8820431c236498,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-093/99578ab4c95f47a38a8820431c236498.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/99578ab4c95f47a38a8820431c236498/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/99578ab4c95f47a38a8820431c236498/image.png,7.3294
8a2f838b96b24eee931242c1d257d7d4,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-148/8a2f838b96b24eee931242c1d257d7d4.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/8a2f838b96b24eee931242c1d257d7d4/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/8a2f838b96b24eee931242c1d257d7d4/image.png,6.8051
745fcd00a5714f0ab849c4294a91dd89,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-060/745fcd00a5714f0ab849c4294a91dd89.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/745fcd00a5714f0ab849c4294a91dd89/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/745fcd00a5714f0ab849c4294a91dd89/image.png,7.3446
8c9d0ceb799a438c9a21561f8bdf7334,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-106/8c9d0ceb799a438c9a21561f8bdf7334.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/8c9d0ceb799a438c9a21561f8bdf7334/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/8c9d0ceb799a438c9a21561f8bdf7334/image.png,6.9169
5575fb61afc94bdeba9ef2c38e08b1d0,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-004/5575fb61afc94bdeba9ef2c38e08b1d0.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/5575fb61afc94bdeba9ef2c38e08b1d0/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/5575fb61afc94bdeba9ef2c38e08b1d0/image.png,7.4698
15016561cb3146009135987914333b46,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-098/15016561cb3146009135987914333b46.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/15016561cb3146009135987914333b46/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/15016561cb3146009135987914333b46/image.png,6.9994
f41357c0bcae4737b728d695306f86ca,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-072/f41357c0bcae4737b728d695306f86ca.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/f41357c0bcae4737b728d695306f86ca/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/f41357c0bcae4737b728d695306f86ca/image.png,7.0405
4398e327b1e04afd8ce98388f9c5c514,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-108/4398e327b1e04afd8ce98388f9c5c514.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4398e327b1e04afd8ce98388f9c5c514/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4398e327b1e04afd8ce98388f9c5c514/image.png,6.8675
86b72f64925e4b73a6ff8ff893e70a1d,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-141/86b72f64925e4b73a6ff8ff893e70a1d.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/86b72f64925e4b73a6ff8ff893e70a1d/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/86b72f64925e4b73a6ff8ff893e70a1d/image.png,7.1481
ad8f5f551ae64f62876e629bbbfe8585,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-091/ad8f5f551ae64f62876e629bbbfe8585.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ad8f5f551ae64f62876e629bbbfe8585/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ad8f5f551ae64f62876e629bbbfe8585/image.png,7.1994
50f67acb341f4ef1a673b0d652128154,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-129/50f67acb341f4ef1a673b0d652128154.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/50f67acb341f4ef1a673b0d652128154/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/50f67acb341f4ef1a673b0d652128154/image.png,7.2772
9ed2b9c9f146440b935a9934f967b517,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-000/9ed2b9c9f146440b935a9934f967b517.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9ed2b9c9f146440b935a9934f967b517/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9ed2b9c9f146440b935a9934f967b517/image.png,6.9390
256412b58c9b4d6a93d6b4c593901654,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-095/256412b58c9b4d6a93d6b4c593901654.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/256412b58c9b4d6a93d6b4c593901654/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/256412b58c9b4d6a93d6b4c593901654/image.png,7.8948
ab85f0bf4c9a4e03a5af303247a22877,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-056/ab85f0bf4c9a4e03a5af303247a22877.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ab85f0bf4c9a4e03a5af303247a22877/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ab85f0bf4c9a4e03a5af303247a22877/image.png,7.3128
45572e3ccc024b0193434087b4874686,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-159/45572e3ccc024b0193434087b4874686.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/45572e3ccc024b0193434087b4874686/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/45572e3ccc024b0193434087b4874686/image.png,6.7410
471d2007cc78405b9c6c1b95cf442cff,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-156/471d2007cc78405b9c6c1b95cf442cff.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/471d2007cc78405b9c6c1b95cf442cff/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/471d2007cc78405b9c6c1b95cf442cff/image.png,7.1573
c01d8da391d141a58090ff1e30c099c2,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-033/c01d8da391d141a58090ff1e30c099c2.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/c01d8da391d141a58090ff1e30c099c2/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/c01d8da391d141a58090ff1e30c099c2/image.png,7.4614
ae5d27cd2d104f2db9f9d3ca295378e8,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-034/ae5d27cd2d104f2db9f9d3ca295378e8.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ae5d27cd2d104f2db9f9d3ca295378e8/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ae5d27cd2d104f2db9f9d3ca295378e8/image.png,7.6045
341ef3bd5f3f44ca933f09e495844c1c,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-059/341ef3bd5f3f44ca933f09e495844c1c.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/341ef3bd5f3f44ca933f09e495844c1c/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/341ef3bd5f3f44ca933f09e495844c1c/image.png,7.0153
504ed6efd50444d3a1112794d0ef5877,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-030/504ed6efd50444d3a1112794d0ef5877.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/504ed6efd50444d3a1112794d0ef5877/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/504ed6efd50444d3a1112794d0ef5877/image.png,7.2323
4f2f90f833b74dedadba7f0246db9808,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-040/4f2f90f833b74dedadba7f0246db9808.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4f2f90f833b74dedadba7f0246db9808/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4f2f90f833b74dedadba7f0246db9808/image.png,7.7738
9791ae44af6d491a9ec23cefa56a6379,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-039/9791ae44af6d491a9ec23cefa56a6379.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9791ae44af6d491a9ec23cefa56a6379/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/9791ae44af6d491a9ec23cefa56a6379/image.png,7.1205
0561cd730cec40e388df029fa3e4568a,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-012/0561cd730cec40e388df029fa3e4568a.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/0561cd730cec40e388df029fa3e4568a/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/0561cd730cec40e388df029fa3e4568a/image.png,7.6202
07b17c58333641ea91e5d9de2fb9499c,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-013/07b17c58333641ea91e5d9de2fb9499c.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/07b17c58333641ea91e5d9de2fb9499c/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/07b17c58333641ea91e5d9de2fb9499c/image.png,7.0090
cf9e18b5263a48d8b9fac90472347fa2,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-077/cf9e18b5263a48d8b9fac90472347fa2.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/cf9e18b5263a48d8b9fac90472347fa2/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/cf9e18b5263a48d8b9fac90472347fa2/image.png,7.5850
81207feb083841e29530483a51e1870a,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-066/81207feb083841e29530483a51e1870a.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/81207feb083841e29530483a51e1870a/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/81207feb083841e29530483a51e1870a/image.png,7.0558
ff3fff14b90e41519629b0b3f6c5a2f3,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-085/ff3fff14b90e41519629b0b3f6c5a2f3.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ff3fff14b90e41519629b0b3f6c5a2f3/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/ff3fff14b90e41519629b0b3f6c5a2f3/image.png,7.5504
cfca94ff3bf74759843749c95ba6f23e,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-051/cfca94ff3bf74759843749c95ba6f23e.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/cfca94ff3bf74759843749c95ba6f23e/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/cfca94ff3bf74759843749c95ba6f23e/image.png,6.7840
402fa58278884adabe9307dd317e240a,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-087/402fa58278884adabe9307dd317e240a.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/402fa58278884adabe9307dd317e240a/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/402fa58278884adabe9307dd317e240a/image.png,7.5156
0220222f003c4624a03d820635393768,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-035/0220222f003c4624a03d820635393768.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/0220222f003c4624a03d820635393768/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/0220222f003c4624a03d820635393768/image.png,7.8269
5f6e74d17eee455a8eff8e2e5a47df9f,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-020/5f6e74d17eee455a8eff8e2e5a47df9f.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/5f6e74d17eee455a8eff8e2e5a47df9f/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/5f6e74d17eee455a8eff8e2e5a47df9f/image.png,6.9284
0a7e574da3fd46b0873f5f7b4c514330,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-145/0a7e574da3fd46b0873f5f7b4c514330.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/0a7e574da3fd46b0873f5f7b4c514330/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/0a7e574da3fd46b0873f5f7b4c514330/image.png,6.8879
74f4f9ac24c94511867920968cbef679,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-108/74f4f9ac24c94511867920968cbef679.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/74f4f9ac24c94511867920968cbef679/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/74f4f9ac24c94511867920968cbef679/image.png,7.4076
4ea0d85e36ac4c5986a1db578482c6aa,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-034/4ea0d85e36ac4c5986a1db578482c6aa.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4ea0d85e36ac4c5986a1db578482c6aa/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/4ea0d85e36ac4c5986a1db578482c6aa/image.png,7.6667
eb1b62aea33c47d2b56f7497a568617a,objaverse_sketchfab,/gs/bs/tga-koike-shanda/yurh/dataset/trellis-500k/ObjaverseXL_sketchfab/raw/hf-objaverse-v1/glbs/000-036/eb1b62aea33c47d2b56f7497a568617a.glb,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/eb1b62aea33c47d2b56f7497a568617a/pc10K.npz,/gs/fs/tga-koike-shanda2/sk/data/5k_balanced/objaverse_sketchfab/eb1b62aea33c47d2b56f7497a568617a/image.png,7.6363
